ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations
G0035,Dragonfly,"[Dragonfly](https://attack.mitre.org/groups/G0035) is a cyber espionage group that has been active since at least 2011. They initially targeted defense and aviation companies but shifted to focus to include the energy sector in early 2013. They have also targeted companies related to industrial control systems. (Citation: Symantec Dragonfly)(Citation: Secureworks IRON LIBERTY July 2019)

A similar group emerged in 2015 and was identified by Symantec as [Dragonfly 2.0](https://attack.mitre.org/groups/G0074). There is debate over the extent of the overlap between [Dragonfly](https://attack.mitre.org/groups/G0035) and [Dragonfly 2.0](https://attack.mitre.org/groups/G0074), but there is sufficient evidence to lead to these being tracked as two separate groups. (Citation: Symantec Dragonfly Sept 2017)(Citation: Fortune Dragonfly 2.0 Sept 2017)(Citation: Dragos DYMALLOY )",https://attack.mitre.org/groups/G0035,31 May 2017,12 October 2021,2.1,,"Crouching Yeti, Energetic Bear, IRON LIBERTY, TG-4192","(Citation: Secureworks IRON LIBERTY July 2019), (Citation: Symantec Dragonfly)(Citation: Secureworks IRON LIBERTY July 2019)(Citation: Secureworks MCMD July 2019)(Citation: Secureworks Karagany July 2019), (Citation: Secureworks IRON LIBERTY July 2019)(Citation: Secureworks MCMD July 2019)(Citation: Secureworks Karagany July 2019), (Citation: Secureworks IRON LIBERTY July 2019)","(Citation: Secureworks IRON LIBERTY July 2019),(Citation: Secureworks Karagany July 2019),(Citation: Symantec Dragonfly),(Citation: Secureworks IRON LIBERTY July 2019)"
G0074,Dragonfly 2.0,"[Dragonfly 2.0](https://attack.mitre.org/groups/G0074) is a suspected Russian group that has targeted government entities and multiple U.S. critical infrastructure sectors since at least December 2015. (Citation: US-CERT TA18-074A) (Citation: Symantec Dragonfly Sept 2017) There is debate over the extent of overlap between [Dragonfly 2.0](https://attack.mitre.org/groups/G0074) and [Dragonfly](https://attack.mitre.org/groups/G0035), but there is sufficient evidence to lead to these being tracked as two separate groups. (Citation: Fortune Dragonfly 2.0 Sept 2017)(Citation: Dragos DYMALLOY )",https://attack.mitre.org/groups/G0074,17 October 2018,14 October 2021,2.1,,"Berserk Bear, DYMALLOY, IRON LIBERTY","(Citation: Fortune Dragonfly 2.0 Sept 2017), (Citation: Dragos DYMALLOY ), (Citation: Secureworks MCMD July 2019)(Citation: Secureworks IRON LIBERTY)","(Citation: US-CERT APT Energy Oct 2017),(Citation: Secureworks Karagany July 2019),(Citation: Symantec Dragonfly Sept 2017),(Citation: US-CERT TA18-074A),(Citation: Core Security Impacket),(Citation: Secureworks MCMD July 2019),(Citation: US-CERT APT Energy Oct 2017),(Citation: Symantec Dragonfly Sept 2017),(Citation: US-CERT TA18-074A),(Citation: Core Security Impacket),(Citation: Kali Hydra)"
G0031,Dust Storm,"[Dust Storm](https://attack.mitre.org/groups/G0031) is a threat group that has targeted multiple industries in Japan, South Korea, the United States, Europe, and several Southeast Asian countries. (Citation: Cylance Dust Storm)",https://attack.mitre.org/groups/G0031,31 May 2017,22 March 2019,1.0,,,,"(Citation: Cylance Dust Storm),(Citation: Cylance Dust Storm)"
G0066,Elderwood,"[Elderwood](https://attack.mitre.org/groups/G0066) is a suspected Chinese cyber espionage group that was reportedly responsible for the 2009 Google intrusion known as Operation Aurora. (Citation: Security Affairs Elderwood Sept 2012) The group has targeted defense organizations, supply chain manufacturers, human rights and nongovernmental organizations (NGOs), and IT service providers. (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)",https://attack.mitre.org/groups/G0066,18 April 2018,02 March 2021,1.2,"Valerii Marchuk, Cybersecurity Help s.r.o.","Beijing Group, Elderwood Gang, Sneaky Panda","(Citation: CSM Elderwood Sept 2012), (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012), (Citation: CSM Elderwood Sept 2012)","(Citation: Symantec Elderwood Sept 2012),(Citation: Symantec Ristol May 2012),(Citation: Symantec Elderwood Sept 2012),(Citation: CSM Elderwood Sept 2012),(Citation: Security Affairs Elderwood Sept 2012)"
G0020,Equation,[Equation](https://attack.mitre.org/groups/G0020) is a sophisticated threat group that employs multiple remote access tools. The group is known to use zero-day exploits and has developed the capability to overwrite the firmware of hard disk drives. (Citation: Kaspersky Equation QA),https://attack.mitre.org/groups/G0020,31 May 2017,29 June 2020,1.2,,,,",(Citation: Kaspersky Equation QA),(Citation: Kaspersky Gauss Whitepaper)"
G0120,Evilnum,[Evilnum](https://attack.mitre.org/groups/G0120) is a financially motivated threat group that has been active since at least 2018.(Citation: ESET EvilNum July 2020),https://attack.mitre.org/groups/G0120,22 January 2021,27 April 2021,1.0,,,,"(Citation: ESET EvilNum July 2020),(Citation: Prevailion EvilNum May 2020),(Citation: ESET EvilNum July 2020)"
G0051,FIN10,[FIN10](https://attack.mitre.org/groups/G0051) is a financially motivated threat group that has targeted organizations in North America since at least 2013 through 2016. The group uses stolen data exfiltrated from victims to extort organizations. (Citation: FireEye FIN10 June 2017),https://attack.mitre.org/groups/G0051,14 December 2017,26 May 2021,1.3,,,,"(Citation: FireEye FIN10 June 2017),(Citation: Github PowerShell Empire),(Citation: FireEye FIN10 June 2017)"
G0085,FIN4,"[FIN4](https://attack.mitre.org/groups/G0085) is a financially-motivated threat group that has targeted confidential information related to the public financial market, particularly regarding healthcare and pharmaceutical companies, since at least 2013.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye FIN4 Stealing Insider NOV 2014) [FIN4](https://attack.mitre.org/groups/G0085) is unique in that they do not infect victims with typical persistent malware, but rather they focus on capturing credentials authorized to access email and other non-public correspondence.(Citation: FireEye Hacking FIN4 Dec 2014)(Citation: FireEye Hacking FIN4 Video Dec 2014)",https://attack.mitre.org/groups/G0085,31 January 2019,11 August 2021,1.2,,,,",(Citation: FireEye Hacking FIN4 Video Dec 2014),(Citation: FireEye Hacking FIN4 Dec 2014)"
G0053,FIN5,"[FIN5](https://attack.mitre.org/groups/G0053) is a financially motivated threat group that has targeted personally identifiable information and payment card information. The group has been active since at least 2008 and has targeted the restaurant, gaming, and hotel industries. The group is made up of actors who likely speak Russian. (Citation: FireEye Respond Webinar July 2017) (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)",https://attack.mitre.org/groups/G0053,16 January 2018,16 October 2021,1.2,Walker Johnson,,,"(Citation: DarkReading FireEye FIN5 Oct 2015),(Citation: Mandiant FIN5 GrrCON Oct 2016),(Citation: DarkReading FireEye FIN5 Oct 2015),(Citation: FireEye Respond Webinar July 2017),(Citation: Mandiant FIN5 GrrCON Oct 2016)"
G0037,FIN6,[FIN6](https://attack.mitre.org/groups/G0037) is a cyber crime group that has stolen payment card data and sold it for profit on underground marketplaces. This group has aggressively targeted and compromised point of sale (PoS) systems in the hospitality and retail sectors.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019),https://attack.mitre.org/groups/G0037,31 May 2017,14 October 2021,3.2,"Center for Threat-Informed Defense (CTID); Drew Church, Splunk","ITG08, Magecart Group 6, SKELETON SPIDER","(Citation: Security Intelligence More Eggs Aug 2019), (Citation: Security Intelligence ITG08 April 2020), (Citation: Crowdstrike Global Threat Report Feb 2018)","(Citation: FireEye FIN6 Apr 2019),(Citation: SentinelOne FrameworkPOS September 2019),(Citation: Crowdstrike Global Threat Report Feb 2018),(Citation: Visa FIN6 Feb 2019),(Citation: FireEye Maze May 2020),(Citation: Security Intelligence More Eggs Aug 2019),(Citation: Group IB GrimAgent July 2021),(Citation: FireEye FIN6 April 2016),(Citation: RiskIQ British Airways September 2018),(Citation: FireEye FIN6 Apr 2019),(Citation: Visa FIN6 Feb 2019),(Citation: Trend Micro FIN6 October 2019),(Citation: Security Intelligence More Eggs Aug 2019),(Citation: RiskIQ Newegg September 2018),(Citation: FireEye FIN6 April 2016)"
G0046,FIN7,"[FIN7](https://attack.mitre.org/groups/G0046) is a financially-motivated threat group that has been active since 2013 primarily targeting the U.S. retail, restaurant, and hospitality sectors, often using point-of-sale malware. A portion of [FIN7](https://attack.mitre.org/groups/G0046) was run out of a front company called Combi Security. Since 2020 [FIN7](https://attack.mitre.org/groups/G0046) shifted operations to a big game hunting (BGH) approach including use of [REvil](https://attack.mitre.org/software/S0496) ransomware and their own Ransomware as a Service (RaaS), Darkside. [FIN7](https://attack.mitre.org/groups/G0046) may be linked to the [Carbanak](https://attack.mitre.org/groups/G0008) Group, but there appears to be several groups using [Carbanak](https://attack.mitre.org/software/S0030) malware and are therefore tracked separately.(Citation: FireEye FIN7 March 2017)(Citation: FireEye FIN7 April 2017)(Citation: FireEye CARBANAK June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: CrowdStrike Carbon Spider August 2021)",https://attack.mitre.org/groups/G0046,31 May 2017,19 October 2021,2.0,,"Carbon Spider, GOLD NIAGARA, ITG14","(Citation: CrowdStrike Carbon Spider August 2021), (Citation: Secureworks GOLD NIAGARA Threat Profile), ITG14 shares campaign overlap with FIN7.(Citation: IBM Ransomware Trends September 2020)","(Citation: Flashpoint FIN 7 March 2019),(Citation: FireEye FIN7 Aug 2018),(Citation: IBM Ransomware Trends September 2020),(Citation: SecureList Griffon May 2019),(Citation: DOJ FIN7 Aug 2018),(Citation: FireEye FIN7 March 2017),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FireEye FIN7 Oct 2019),(Citation: FireEye FIN7 April 2017),(Citation: Trustwave Pillowmint June 2020),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: CyberScoop FIN7 Oct 2017),(Citation: Flashpoint FIN 7 March 2019),(Citation: FireEye CARBANAK June 2017),(Citation: FireEye Obfuscation June 2017),(Citation: eSentire FIN7 July 2021),(Citation: FireEye FIN7 Aug 2018),(Citation: FireEye FIN7 Shim Databases),(Citation: DOJ FIN7 Aug 2018),(Citation: FBI Flash FIN7 USB),(Citation: Morphisec FIN7 June 2017),(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FireEye FIN7 Oct 2019),(Citation: FireEye FIN7 April 2017)"
G0061,FIN8,"[FIN8](https://attack.mitre.org/groups/G0061) is a financially motivated threat group known to launch tailored spearphishing campaigns targeting the retail, restaurant, and hospitality industries. (Citation: FireEye Obfuscation June 2017) (Citation: FireEye Fin8 May 2016)",https://attack.mitre.org/groups/G0061,18 April 2018,12 October 2021,1.2,"Daniyal Naeem, BT Security",,,"(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Bitdefender FIN8 July 2021),(Citation: FireEye Fin8 May 2016),(Citation: FireEye Obfuscation June 2017),(Citation: FireEye Know Your Enemy FIN8 Aug 2016),(Citation: Bitdefender FIN8 July 2021),(Citation: FireEye Fin8 May 2016)"
G0137,Ferocious Kitten,[Ferocious Kitten](https://attack.mitre.org/groups/G0137) is a threat group that has primarily targeted Persian-speaking individuals in Iran since at least 2015.(Citation: Kaspersky Ferocious Kitten Jun 2021),https://attack.mitre.org/groups/G0137,28 September 2021,25 October 2021,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,"(Citation: Kaspersky Ferocious Kitten Jun 2021),(Citation: Kaspersky Ferocious Kitten Jun 2021)"
G0117,Fox Kitten,"[Fox Kitten](https://attack.mitre.org/groups/G0117) is threat actor with a suspected nexus to the Iranian government that has been active since at least 2017 against entities in the Middle East, North Africa, Europe, Australia, and North America. [Fox Kitten](https://attack.mitre.org/groups/G0117) has targeted multiple industrial verticals including oil and gas, technology, government, defense, healthcare, manufacturing, and engineering.(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: Dragos PARISITE )(Citation: ClearSky Pay2Kitten December 2020)",https://attack.mitre.org/groups/G0117,21 December 2020,20 April 2021,1.0,,"PIONEER KITTEN, Parisite, UNC757","(Citation: CrowdStrike PIONEER KITTEN August 2020)(Citation: CISA AA20-259A Iran-Based Actor September 2020), (Citation: Dragos PARISITE )(Citation: ClearkSky Fox Kitten February 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020), (Citation: CISA AA20-259A Iran-Based Actor September 2020)(Citation: CrowdStrike PIONEER KITTEN August 2020)","(Citation: ClearkSky Fox Kitten February 2020),(Citation: Check Point Pay2Key November 2020),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: CrowdStrike PIONEER KITTEN August 2020),(Citation: ClearkSky Fox Kitten February 2020),(Citation: ClearSky Pay2Kitten December 2020),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Dragos PARISITE ),(Citation: Check Point Pay2Key November 2020),(Citation: CrowdStrike PIONEER KITTEN August 2020)"
G0101,Frankenstein,[Frankenstein](https://attack.mitre.org/groups/G0101) is a campaign carried out between January and April 2019 by unknown threat actors. The campaign name comes from the actors' ability to piece together several unrelated components.(Citation: Talos Frankenstein June 2019)  ,https://attack.mitre.org/groups/G0101,11 May 2020,26 May 2021,1.1,,,,"(Citation: Talos Frankenstein June 2019),(Citation: Talos Frankenstein June 2019)"
G0093,GALLIUM,"[GALLIUM](https://attack.mitre.org/groups/G0093) is a group that has been active since at least 2012, primarily targeting high-profile telecommunications networks. [GALLIUM](https://attack.mitre.org/groups/G0093) has been identified in some reporting as likely a Chinese state-sponsored group, based in part on tools used and TTPs commonly associated with Chinese threat actors.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)",https://attack.mitre.org/groups/G0093,18 July 2019,23 April 2021,2.0,"Cybereason Nocturnus, @nocturnus; Daniyal Naeem, BT Security",Operation Soft Cell,(Citation: Cybereason Soft Cell June 2019),"(Citation: Microsoft GALLIUM December 2019),(Citation: Cybereason Soft Cell June 2019),(Citation: Microsoft GALLIUM December 2019),(Citation: Cybereason Soft Cell June 2019)"
G0036,GCMAN,[GCMAN](https://attack.mitre.org/groups/G0036) is a threat group that focuses on targeting banks for the purpose of transferring money to e-currency services. (Citation: Securelist GCMAN),https://attack.mitre.org/groups/G0036,31 May 2017,30 March 2020,1.1,,,,",(Citation: Securelist GCMAN)"
G0115,GOLD SOUTHFIELD,[GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) is a financially motivated threat group active since at least 2019 that operates the [REvil](https://attack.mitre.org/software/S0496) Ransomware-as-a Service (RaaS). [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) provides backend infrastructure for affiliates recruited on underground forums to perpetrate high value deployments.(Citation: Secureworks REvil September 2019)(Citation: Secureworks GandCrab and REvil September 2019)(Citation: Secureworks GOLD SOUTHFIELD),https://attack.mitre.org/groups/G0115,22 September 2020,26 April 2021,1.1,"Thijn Bukkems, Amazon",,,"(Citation: Anomali Static Kitten February 2021),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Tetra Defense Sodinokibi March 2020),(Citation: Secureworks REvil September 2019),(Citation: Secureworks REvil September 2019),(Citation: Secureworks GOLD SOUTHFIELD),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: Tetra Defense Sodinokibi March 2020)"
G0084,Gallmaker,"[Gallmaker](https://attack.mitre.org/groups/G0084) is a cyberespionage group that has targeted victims in the Middle East and has been active since at least December 2017. The group has mainly targeted victims in the defense, military, and government sectors.(Citation: Symantec Gallmaker Oct 2018)",https://attack.mitre.org/groups/G0084,30 January 2019,30 March 2020,1.1,,,,",(Citation: Symantec Gallmaker Oct 2018)"
G0047,Gamaredon Group,"[Gamaredon Group](https://attack.mitre.org/groups/G0047) is a threat group that has been active since at least 2013 and has targeted individuals likely involved in the Ukrainian government. The name [Gamaredon Group](https://attack.mitre.org/groups/G0047) comes from a misspelling of the word ""Armageddon"", which was detected in the adversary's early campaigns.(Citation: Palo Alto Gamaredon Feb 2017)(Citation: TrendMicro Gamaredon April 2020)(Citation: ESET Gamaredon June 2020)",https://attack.mitre.org/groups/G0047,31 May 2017,20 January 2021,1.2,ESET; Trend Micro Incorporated,,,"(Citation: Palo Alto Gamaredon Feb 2017),(Citation: TrendMicro Gamaredon April 2020),(Citation: ESET Gamaredon June 2020),(Citation: Palo Alto Gamaredon Feb 2017)"
G0078,Gorgon Group,"[Gorgon Group](https://attack.mitre.org/groups/G0078) is a threat group consisting of members who are suspected to be Pakistan-based or have other connections to Pakistan. The group has performed a mix of criminal and targeted attacks, including campaigns against government organizations in the United Kingdom, Spain, Russia, and the United States. (Citation: Unit 42 Gorgon Group Aug 2018)",https://attack.mitre.org/groups/G0078,17 October 2018,12 October 2021,1.5,,,,"(Citation: Unit 42 Gorgon Group Aug 2018),(Citation: Unit 42 Gorgon Group Aug 2018)"
G0043,Group5,"[Group5](https://attack.mitre.org/groups/G0043) is a threat group with a suspected Iranian nexus, though this attribution is not definite. The group has targeted individuals connected to the Syrian opposition via spearphishing and watering holes, normally using Syrian and Iranian themes. [Group5](https://attack.mitre.org/groups/G0043) has used two commonly available remote access tools (RATs), [njRAT](https://attack.mitre.org/software/S0385) and [NanoCore](https://attack.mitre.org/software/S0336), as well as an Android RAT, DroidJack. (Citation: Citizen Lab Group5)",https://attack.mitre.org/groups/G0043,31 May 2017,30 March 2020,1.2,,,,"(Citation: Citizen Lab Group5),(Citation: Citizen Lab Group5)"
G0125,HAFNIUM,"[HAFNIUM](https://attack.mitre.org/groups/G0125) is a likely state-sponsored cyber espionage group operating out of China that has been active since at least January 2021. [HAFNIUM](https://attack.mitre.org/groups/G0125) primarily targets entities in the US across a number of industry sectors, including infectious disease researchers, law firms, higher education institutions, defense contractors, policy think tanks, and NGOs.(Citation: Microsoft HAFNIUM March 2020)(Citation: Volexity Exchange Marauder March 2021)",https://attack.mitre.org/groups/G0125,03 March 2021,25 April 2021,1.0,"Daniyal Naeem, BT Security; Harshal Tupsamudre, Qualys; Matt Brenton, Zurich Insurance Group; Mayuresh Dani, Qualys",Operation Exchange Marauder,(Citation: Volexity Exchange Marauder March 2021),"(Citation: Volexity Exchange Marauder March 2021),(Citation: FireEye Exchange Zero Days March 2021),(Citation: Microsoft HAFNIUM March 2020),(Citation: Volexity Exchange Marauder March 2021),(Citation: FireEye Exchange Zero Days March 2021)"
G0126,Higaisa,"[Higaisa](https://attack.mitre.org/groups/G0126) is a threat group suspected to have South Korean origins. [Higaisa](https://attack.mitre.org/groups/G0126) has targeted government, public, and trade organizations in North Korea; however, they have also carried out attacks in China, Japan, Russia, Poland, and other nations. [Higaisa](https://attack.mitre.org/groups/G0126) was first disclosed in early 2019 but is assessed to have operated as early as 2009.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)(Citation: PTSecurity Higaisa 2020)",https://attack.mitre.org/groups/G0126,05 March 2021,22 April 2021,1.0,"Daniyal Naeem, BT Security",,,"(Citation: Malwarebytes Higaisa 2020),(Citation: PTSecurity Higaisa 2020),(Citation: PTSecurity Higaisa 2020),(Citation: Malwarebytes Higaisa 2020),(Citation: Zscaler Higaisa 2020)"
G0072,Honeybee,"[Honeybee](https://attack.mitre.org/groups/G0072) is a campaign led by an unknown actor that targets humanitarian aid organizations and has been active in Vietnam, Singapore, Argentina, Japan, Indonesia, and Canada. It has been an active operation since August of 2017 and as recently as February 2018. (Citation: McAfee Honeybee)",https://attack.mitre.org/groups/G0072,17 October 2018,23 July 2020,1.1,,,,"(Citation: McAfee Honeybee),(Citation: McAfee Honeybee)"
G0100,Inception,"[Inception](https://attack.mitre.org/groups/G0100) is a cyber espionage group active since at least 2014. The group has targeted multiple industries and governmental entities primarily in Russia, but has also been active in the United States and throughout Europe, Asia, Africa, and the Middle East.(Citation: Unit 42 Inception November 2018)(Citation: Symantec Inception Framework March 2018)(Citation: Kaspersky Cloud Atlas December 2014)",https://attack.mitre.org/groups/G0100,08 May 2020,12 October 2021,1.1,"Oleg Skulkin, Group-IB","Cloud Atlas, Inception Framework","(Citation: Kaspersky Cloud Atlas December 2014), (Citation: Symantec Inception Framework March 2018)","(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Unit 42 Inception November 2018),(Citation: Kaspersky Cloud Atlas August 2019),(Citation: Symantec Inception Framework March 2018),(Citation: Unit 42 Inception November 2018),(Citation: Kaspersky Cloud Atlas December 2014)"
G0136,IndigoZebra,[IndigoZebra](https://attack.mitre.org/groups/G0136) is a suspected Chinese cyber espionage group that has been targeting Central Asian governments since at least 2014.(Citation: HackerNews IndigoZebra July 2021)(Citation: Checkpoint IndigoZebra July 2021)(Citation: Securelist APT Trends Q2 2017),https://attack.mitre.org/groups/G0136,24 September 2021,16 October 2021,1.0,"Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",,,"(Citation: Checkpoint IndigoZebra July 2021),(Citation: Securelist APT Trends Q2 2017),(Citation: HackerNews IndigoZebra July 2021),(Citation: Checkpoint IndigoZebra July 2021),(Citation: Securelist APT Trends Q2 2017)"
G0119,Indrik Spider,"[Indrik Spider](https://attack.mitre.org/groups/G0119) is a Russia-based cybercriminal group that as been active since at least 2014. [Indrik Spider](https://attack.mitre.org/groups/G0119) initially started with the [Dridex](https://attack.mitre.org/software/S0384) banking Trojan, and then by 2017 they began running ransomware operations using [BitPaymer](https://attack.mitre.org/software/S0570), [WastedLocker](https://attack.mitre.org/software/S0612), and Hades ransomware.(Citation: Crowdstrike Indrik November 2018)(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019)",https://attack.mitre.org/groups/G0119,06 January 2021,15 October 2021,2.0,,Evil Corp,(Citation: Crowdstrike EvilCorp March 2021)(Citation: Treasury EvilCorp Dec 2019),"(Citation: NCC Group WastedLocker June 2020),(Citation: Symantec WastedLocker June 2020),(Citation: Crowdstrike Indrik November 2018),(Citation: Crowdstrike EvilCorp March 2021),(Citation: Treasury EvilCorp Dec 2019),(Citation: Symantec WastedLocker June 2020),(Citation: Crowdstrike Indrik November 2018)"
G0004,Ke3chang,"[Ke3chang](https://attack.mitre.org/groups/G0004) is a threat group attributed to actors operating out of China. [Ke3chang](https://attack.mitre.org/groups/G0004) has targeted several industries, including oil, government, military, and more.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)(Citation: APT15 Intezer June 2018)",https://attack.mitre.org/groups/G0004,31 May 2017,01 November 2021,1.4,,"APT15, GREF, Mirage, Playful Dragon, RoyalAPT, Vixen Panda","(Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong), (Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018), (Citation: APT15 Intezer June 2018), (Citation: NCC Group APT15 Alive and Strong) (Citation: APT15 Intezer June 2018)","(Citation: Mandiant Operation Ke3chang November 2014),(Citation: ESET Okrum July 2019),(Citation: APT15 Intezer June 2018),(Citation: NCC Group APT15 Alive and Strong),(Citation: NCC Group APT15 Alive and Strong),(Citation: Mandiant Operation Ke3chang November 2014)"
G0094,Kimsuky,"[Kimsuky](https://attack.mitre.org/groups/G0094) is a North Korea-based cyber espionage group that has been active since at least 2012. The group initially focused on targeting South Korean government entities, think tanks, and individuals identified as experts in various fields, and expanded its operations to include the United States, Russia, Europe, and the UN. [Kimsuky](https://attack.mitre.org/groups/G0094) has focused its intelligence collection activities on foreign policy and national security issues related to the Korean peninsula, nuclear policy, and sanctions.(Citation: EST Kimsuky April 2019)(Citation: BRI Kimsuky April 2019)(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021)(Citation: CISA AA20-301A Kimsuky)

[Kimsuky](https://attack.mitre.org/groups/G0094) was assessed to be responsible for the 2014 Korea Hydro & Nuclear Power Co. compromise; other notable campaigns include Operation STOLEN PENCIL (2018), Operation Kabar Cobra (2019), and Operation Smoke Screen (2019).(Citation: Netscout Stolen Pencil Dec 2018)(Citation: EST Kimsuky SmokeScreen April 2019)(Citation: AhnLab Kimsuky Kabar Cobra Feb 2019)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",https://attack.mitre.org/groups/G0094,26 August 2019,14 October 2021,3.0,,"Black Banshee, STOLEN PENCIL, Thallium, Velvet Chollima","(Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021), (Citation: Netscout Stolen Pencil Dec 2018), (Citation: Cybereason Kimsuky November 2020)(Citation: Malwarebytes Kimsuky June 2021), (Citation: Zdnet Kimsuky Dec 2018)(Citation: ThreatConnect Kimsuky September 2020)(Citation: Malwarebytes Kimsuky June 2021)","(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Malwarebytes Kimsuky June 2021),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: CISA AA20-301A Kimsuky),(Citation: Cybereason Kimsuky November 2020),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: ThreatConnect Kimsuky September 2020),(Citation: Zdnet Kimsuky Group September 2020),(Citation: Zdnet Kimsuky Dec 2018),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Malwarebytes Kimsuky June 2021),(Citation: VirusBulletin Kimsuky October 2019),(Citation: CISA AA20-301A Kimsuky),(Citation: EST Kimsuky April 2019),(Citation: Cybereason Kimsuky November 2020),(Citation: Securelist Kimsuky Sept 2013)"
