source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
G0125,HAFNIUM,group,uses,T1095,Non-Application Layer Protocol,technique,[HAFNIUM](https://attack.mitre.org/groups/G0125) has used TCP for C2.(Citation: Microsoft HAFNIUM March 2020)
G0125,HAFNIUM,group,uses,T1059.001,PowerShell,technique,[HAFNIUM](https://attack.mitre.org/groups/G0125) has used the Exchange Power Shell module <code>Set-OabVirtualDirectoryPowerShell</code> to export mailbox data.(Citation: Microsoft HAFNIUM March 2020)(Citation: Volexity Exchange Marauder March 2021)
G0125,HAFNIUM,group,uses,T1114.002,Remote Email Collection,technique,[HAFNIUM](https://attack.mitre.org/groups/G0125) has used web shells to export mailbox data.(Citation: Microsoft HAFNIUM March 2020)(Citation: Volexity Exchange Marauder March 2021)
G0125,HAFNIUM,group,uses,T1218.011,Rundll32,technique,[HAFNIUM](https://attack.mitre.org/groups/G0125) has used <code>rundll32</code> to load malicious DLLs.(Citation: Volexity Exchange Marauder March 2021)
G0125,HAFNIUM,group,uses,T1132.001,Standard Encoding,technique,[HAFNIUM](https://attack.mitre.org/groups/G0125) has used ASCII encoding for C2 traffic.(Citation: Microsoft HAFNIUM March 2020)
G0125,HAFNIUM,group,uses,T1583.003,Virtual Private Server,technique,[HAFNIUM](https://attack.mitre.org/groups/G0125) has operated from leased virtual private servers (VPS) in the United States.(Citation: Microsoft HAFNIUM March 2020)
G0125,HAFNIUM,group,uses,T1071.001,Web Protocols,technique,"[HAFNIUM](https://attack.mitre.org/groups/G0125) has used open-source C2 frameworks, including Covenant.(Citation: Microsoft HAFNIUM March 2020)"
G0125,HAFNIUM,group,uses,T1583.006,Web Services,technique,[HAFNIUM](https://attack.mitre.org/groups/G0125) has acquired web services for use in C2 and exfiltration.(Citation: Microsoft HAFNIUM March 2020)
G0125,HAFNIUM,group,uses,T1505.003,Web Shell,technique,"[HAFNIUM](https://attack.mitre.org/groups/G0125) has deployed multiple web shells on compromised servers including SIMPLESEESHARP, SPORTSBALL, [China Chopper](https://attack.mitre.org/software/S0020), and [ASPXSpy](https://attack.mitre.org/software/S0073).(Citation: Microsoft HAFNIUM March 2020)(Citation: Volexity Exchange Marauder March 2021)(Citation: FireEye Exchange Zero Days March 2021)"
G0126,Higaisa,group,uses,T1027.001,Binary Padding,technique,[Higaisa](https://attack.mitre.org/groups/G0126) performed padding with null bytes before calculating its hash.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1574.002,DLL Side-Loading,technique,[Higaisa](https://attack.mitre.org/groups/G0126)’s JavaScript file used a legitimate Microsoft Office 2007 package to side-load the <code>OINFO12.OCX</code> dynamic link library.(Citation: PTSecurity Higaisa 2020)
G0126,Higaisa,group,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used certutil to decode Base64 binaries at runtime and a 16-byte XOR key to decrypt data.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1041,Exfiltration Over C2 Channel,technique,[Higaisa](https://attack.mitre.org/groups/G0126) exfiltrated data over its C2 channel.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1203,Exploitation for Client Execution,technique,[Higaisa](https://attack.mitre.org/groups/G0126) has exploited CVE-2018-0798 for execution.(Citation: PTSecurity Higaisa 2020)
G0126,Higaisa,group,uses,T1564.003,Hidden Window,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used a payload that creates a hidden window.(Citation: PTSecurity Higaisa 2020)
G0126,Higaisa,group,uses,T1090.001,Internal Proxy,technique,[Higaisa](https://attack.mitre.org/groups/G0126) discovered system proxy settings and used them if available.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1059.007,JavaScript,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used JavaScript to execute additional files.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)(Citation: PTSecurity Higaisa 2020)
G0126,Higaisa,group,uses,T1204.002,Malicious File,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used malicious e-mail attachments to lure victims into executing LNK files.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1036.004,Masquerade Task or Service,technique,[Higaisa](https://attack.mitre.org/groups/G0126) named a shellcode loader binary <code>svchast.exe</code> to spoof the legitimate <code>svchost.exe</code>.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020) 
G0126,Higaisa,group,uses,T1106,Native API,technique,[Higaisa](https://attack.mitre.org/groups/G0126) has called various native OS APIs.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1027,Obfuscated Files or Information,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used Base64 encoded compressed payloads.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1057,Process Discovery,technique,[Higaisa](https://attack.mitre.org/groups/G0126)’s shellcode attempted to find the process ID of the current process.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1001.003,Protocol Impersonation,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used a FakeTLS session for C2 communications.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Higaisa](https://attack.mitre.org/groups/G0126) added a spoofed binary to the start-up folder for persistence.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1053.005,Scheduled Task,technique,[Higaisa](https://attack.mitre.org/groups/G0126) dropped and added <code>officeupdate.exe</code> to scheduled tasks.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1029,Scheduled Transfer,technique,[Higaisa](https://attack.mitre.org/groups/G0126) sent the victim computer identifier in a User-Agent string back to the C2 server every 10 minutes.(Citation: PTSecurity Higaisa 2020)
G0126,Higaisa,group,uses,T1566.001,Spearphishing Attachment,technique,[Higaisa](https://attack.mitre.org/groups/G0126) has sent spearphishing emails containing malicious attachments.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020) 
G0126,Higaisa,group,uses,T1573.001,Symmetric Cryptography,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used AES-128 to encrypt C2 traffic.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1082,System Information Discovery,technique,"[Higaisa](https://attack.mitre.org/groups/G0126) collected the system volume serial number, GUID, and computer name.(Citation: PTSecurity Higaisa 2020)(Citation: Malwarebytes Higaisa 2020)"
G0126,Higaisa,group,uses,T1016,System Network Configuration Discovery,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used <code>ipconfig</code> to gather network configuration information.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1124,System Time Discovery,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used a function to gather the current time.(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1059.005,Visual Basic,technique,[Higaisa](https://attack.mitre.org/groups/G0126) has used VBScript code on the victim's machine.(Citation: PTSecurity Higaisa 2020)
G0126,Higaisa,group,uses,T1071.001,Web Protocols,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used HTTP and HTTPS to send data back to its C2 server.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)
G0126,Higaisa,group,uses,T1059.003,Windows Command Shell,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used <code>cmd.exe</code> for execution.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)(Citation: PTSecurity Higaisa 2020)
G0126,Higaisa,group,uses,T1220,XSL Script Processing,technique,[Higaisa](https://attack.mitre.org/groups/G0126) used an XSL file to run VBScript code.(Citation: PTSecurity Higaisa 2020)
G0072,Honeybee,group,uses,T1546.009,AppCert DLLs,technique,[Honeybee](https://attack.mitre.org/groups/G0072)'s service-based DLL implant can execute a downloaded file with parameters specified using <code>CreateProcessAsUser</code>.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1560,Archive Collected Data,technique,"[Honeybee](https://attack.mitre.org/groups/G0072) adds collected files to a temp.zip file saved in the %temp% folder, then base64 encodes it and uploads it to control server.(Citation: McAfee Honeybee)"
G0072,Honeybee,group,uses,T1020,Automated Exfiltration,technique,[Honeybee](https://attack.mitre.org/groups/G0072) performs data exfiltration is accomplished through the following command-line command: <code>from <COMPUTER-NAME> (<Month>-<Day> <Hour>-<Minute>-<Second>).txt</code>.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1548.002,Bypass User Account Control,technique,[Honeybee](https://attack.mitre.org/groups/G0072) uses a combination of NTWDBLIB.dll and cliconfg.exe to bypass UAC protections using DLL hijacking.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1553.002,Code Signing,technique,[Honeybee](https://attack.mitre.org/groups/G0072) uses a dropper called MaoCheng that harvests a stolen digital signature from Adobe Systems.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1005,Data from Local System,technique,[Honeybee](https://attack.mitre.org/groups/G0072) collects data from the local victim system.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1140,Deobfuscate/Decode Files or Information,technique,"[Honeybee](https://attack.mitre.org/groups/G0072) drops a Word file containing a Base64-encoded file in it that is read, decoded, and dropped to the disk by the macro.(Citation: McAfee Honeybee)"
G0072,Honeybee,group,uses,T1070.004,File Deletion,technique,[Honeybee](https://attack.mitre.org/groups/G0072) removes batch files to reduce fingerprint on the system as well as deletes the CAB file that gets encoded upon infection.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1071.002,File Transfer Protocols,technique,[Honeybee](https://attack.mitre.org/groups/G0072) uses FTP for command and control.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1083,File and Directory Discovery,technique,[Honeybee](https://attack.mitre.org/groups/G0072)'s service-based DLL implant traverses the FTP server’s directories looking for files with keyword matches for computer names or certain keywords.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1074.001,Local Data Staging,technique,"[Honeybee](https://attack.mitre.org/groups/G0072) adds collected files to a temp.zip file saved in the %temp% folder, then base64 encodes it and uploads it to control server.(Citation: McAfee Honeybee)"
G0072,Honeybee,group,uses,T1112,Modify Registry,technique,[Honeybee](https://attack.mitre.org/groups/G0072) uses a batch file that modifies Registry keys to launch a DLL into the svchost.exe process.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1027,Obfuscated Files or Information,technique,[Honeybee](https://attack.mitre.org/groups/G0072) drops files with base64-encoded data.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1057,Process Discovery,technique,[Honeybee](https://attack.mitre.org/groups/G0072) gathers a list of processes using the <code>tasklist</code> command and then is sent back to the control server.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1055,Process Injection,technique,[Honeybee](https://attack.mitre.org/groups/G0072) uses a batch file to load a DLL into the svchost.exe process.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Honeybee](https://attack.mitre.org/groups/G0072) uses a batch file that configures the ComSysApp service to autostart in order to establish persistence.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1569.002,Service Execution,technique,[Honeybee](https://attack.mitre.org/groups/G0072) launches a DLL file that gets executed as a service using svchost.exe(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1082,System Information Discovery,technique,[Honeybee](https://attack.mitre.org/groups/G0072) gathers computer name and information using the <code>systeminfo</code> command.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1059.005,Visual Basic,technique,[Honeybee](https://attack.mitre.org/groups/G0072) embeds a Visual Basic script within a malicious Word document as part of initial access; the script is executed when the Word document is opened.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1059.003,Windows Command Shell,technique,Several commands are supported by the [Honeybee](https://attack.mitre.org/groups/G0072)'s implant via the command-line interface and there’s also a utility to execute any custom command on an infected endpoint.(Citation: McAfee Honeybee) [Honeybee](https://attack.mitre.org/groups/G0072) used batch scripting.(Citation: McAfee Honeybee)
G0072,Honeybee,group,uses,T1543.003,Windows Service,technique,[Honeybee](https://attack.mitre.org/groups/G0072) has batch files that modify the system service COMSysApp to load a malicious DLL.(Citation: McAfee Honeybee)
G0100,Inception,group,uses,T1555.003,Credentials from Web Browsers,technique,"[Inception](https://attack.mitre.org/groups/G0100) used a browser plugin to steal passwords and sessions from Internet Explorer, Chrome, Opera, Firefox, Torch, and Yandex.(Citation: Symantec Inception Framework March 2018)"
G0100,Inception,group,uses,T1005,Data from Local System,technique,"[Inception](https://attack.mitre.org/groups/G0100) used a file hunting plugin to collect .txt, .pdf, .xls or .doc files from the infected host.(Citation: Kaspersky Cloud Atlas August 2019)"
G0100,Inception,group,uses,T1069.002,Domain Groups,technique,[Inception](https://attack.mitre.org/groups/G0100) has used specific malware modules to gather domain membership.(Citation: Symantec Inception Framework March 2018)
G0100,Inception,group,uses,T1203,Exploitation for Client Execution,technique,"[Inception](https://attack.mitre.org/groups/G0100) has exploited CVE-2012-0158, CVE-2014-1761, CVE-2017-11882 and CVE-2018-0802 for execution.(Citation: Kaspersky Cloud Atlas August 2019)(Citation: Kaspersky Cloud Atlas December 2014)(Citation: Symantec Inception Framework March 2018)(Citation: Unit 42 Inception November 2018)"
G0100,Inception,group,uses,T1083,File and Directory Discovery,technique,[Inception](https://attack.mitre.org/groups/G0100) used a file listing plugin to collect information about file and directories both on local and remote drives.(Citation: Symantec Inception Framework March 2018)
G0100,Inception,group,uses,T1204.002,Malicious File,technique,[Inception](https://attack.mitre.org/groups/G0100) lured victims into clicking malicious files for machine reconnaissance and to execute malware.(Citation: Kaspersky Cloud Atlas December 2014)(Citation: Kaspersky Cloud Atlas August 2019)(Citation: Symantec Inception Framework March 2018)(Citation: Unit 42 Inception November 2018)
G0100,Inception,group,uses,T1218.005,Mshta,technique,[Inception](https://attack.mitre.org/groups/G0100) has used malicious HTA files to drop and execute malware.(Citation: Kaspersky Cloud Atlas August 2019)
G0100,Inception,group,uses,T1090.003,Multi-hop Proxy,technique,[Inception](https://attack.mitre.org/groups/G0100) used chains of compromised routers to proxy C2 communications between them and cloud service providers.(Citation: Symantec Inception Framework March 2018)
G0100,Inception,group,uses,T1027,Obfuscated Files or Information,technique,[Inception](https://attack.mitre.org/groups/G0100) has encrypted malware payloads dropped on victim machines with AES and RC4 encryption.(Citation: Kaspersky Cloud Atlas December 2014)
G0100,Inception,group,uses,T1059.001,PowerShell,technique,[Inception](https://attack.mitre.org/groups/G0100) has used PowerShell to execute malicious commands and payloads.(Citation: Unit 42 Inception November 2018)(Citation: Kaspersky Cloud Atlas December 2014)
G0100,Inception,group,uses,T1057,Process Discovery,technique,[Inception](https://attack.mitre.org/groups/G0100) has used a reconnaissance module to identify active processes and other associated loaded modules.(Citation: Symantec Inception Framework March 2018)
G0100,Inception,group,uses,T1547.001,Registry Run Keys / Startup Folder,technique,"[Inception](https://attack.mitre.org/groups/G0100) has maintained persistence by modifying Registry run key value 
 <code>HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\</code>.(Citation: Kaspersky Cloud Atlas December 2014)"
G0100,Inception,group,uses,T1218.010,Regsvr32,technique,[Inception](https://attack.mitre.org/groups/G0100) has ensured persistence at system boot by setting the value <code>regsvr32 %path%\ctfmonrn.dll /s</code>.(Citation: Kaspersky Cloud Atlas December 2014)
G0100,Inception,group,uses,T1518,Software Discovery,technique,[Inception](https://attack.mitre.org/groups/G0100) has enumerated installed software on compromised systems.(Citation: Symantec Inception Framework March 2018)
G0100,Inception,group,uses,T1566.001,Spearphishing Attachment,technique,[Inception](https://attack.mitre.org/groups/G0100) has used weaponized documents attached to spearphishing emails for reconnaissance and initial compromise.(Citation: Kaspersky Cloud Atlas December 2014)(Citation: Symantec Inception Framework March 2018)(Citation: Unit 42 Inception November 2018)(Citation: Kaspersky Cloud Atlas August 2019)
G0100,Inception,group,uses,T1573.001,Symmetric Cryptography,technique,[Inception](https://attack.mitre.org/groups/G0100) has encrypted network communications with AES.(Citation: Kaspersky Cloud Atlas December 2014)
G0100,Inception,group,uses,T1082,System Information Discovery,technique,[Inception](https://attack.mitre.org/groups/G0100) has used a reconnaissance module to gather information about the operating system and hardware on the infected host.(Citation: Symantec Inception Framework March 2018)
G0100,Inception,group,uses,T1221,Template Injection,technique,[Inception](https://attack.mitre.org/groups/G0100) has used decoy documents to load malicious remote payloads via HTTP.(Citation: Unit 42 Inception November 2018)
G0100,Inception,group,uses,T1588.002,Tool,technique,[Inception](https://attack.mitre.org/groups/G0100) has obtained and used open-source tools such as [LaZagne](https://attack.mitre.org/software/S0349).(Citation: Kaspersky Cloud Atlas August 2019)
G0100,Inception,group,uses,T1059.005,Visual Basic,technique,[Inception](https://attack.mitre.org/groups/G0100) has used VBScript to execute malicious commands and payloads.(Citation: Unit 42 Inception November 2018)(Citation: Kaspersky Cloud Atlas December 2014)
G0100,Inception,group,uses,T1071.001,Web Protocols,technique,"[Inception](https://attack.mitre.org/groups/G0100) has used HTTP, HTTPS, and WebDav in network communications.(Citation: Kaspersky Cloud Atlas December 2014)(Citation: Unit 42 Inception November 2018)"
G0100,Inception,group,uses,T1102,Web Service,technique,[Inception](https://attack.mitre.org/groups/G0100) has incorporated at least five different cloud service providers into their C2 infrastructure including CloudMe.(Citation: Kaspersky Cloud Atlas December 2014)(Citation: Symantec Inception Framework March 2018)
G0136,IndigoZebra,group,uses,T1583.001,Domains,technique,"[IndigoZebra](https://attack.mitre.org/groups/G0136) has established domains, some of which were designed to look like official government domains, for their operations.(Citation: Checkpoint IndigoZebra July 2021)"
G0136,IndigoZebra,group,uses,T1586.002,Email Accounts,technique,[IndigoZebra](https://attack.mitre.org/groups/G0136) has compromised legitimate email accounts to use in their spearphishing operations.(Citation: Checkpoint IndigoZebra July 2021)
G0136,IndigoZebra,group,uses,T1105,Ingress Tool Transfer,technique,[IndigoZebra](https://attack.mitre.org/groups/G0136) has downloaded additional files and tools from its C2 server.(Citation: Checkpoint IndigoZebra July 2021)
G0136,IndigoZebra,group,uses,T1204.002,Malicious File,technique,[IndigoZebra](https://attack.mitre.org/groups/G0136) sent spearphishing emails containing malicious attachments that urged recipients to review modifications in the file which would trigger the attack.(Citation: HackerNews IndigoZebra July 2021)
G0136,IndigoZebra,group,uses,T1566.001,Spearphishing Attachment,technique,[IndigoZebra](https://attack.mitre.org/groups/G0136) sent spearphishing emails containing malicious password-protected RAR attachments.(Citation: HackerNews IndigoZebra July 2021)(Citation: Checkpoint IndigoZebra July 2021)
G0136,IndigoZebra,group,uses,T1588.002,Tool,technique,[IndigoZebra](https://attack.mitre.org/groups/G0136) has acquired open source tools such as [NBTscan](https://attack.mitre.org/software/S0590) and Meterpreter for their operations.(Citation: Checkpoint IndigoZebra July 2021)(Citation: Securelist APT Trends Q2 2017) 
G0136,IndigoZebra,group,uses,T1583.006,Web Services,technique,[IndigoZebra](https://attack.mitre.org/groups/G0136) created Dropbox accounts for their operations.(Citation: HackerNews IndigoZebra July 2021)(Citation: Checkpoint IndigoZebra July 2021)
G0119,Indrik Spider,group,uses,T1070.001,Clear Windows Event Logs,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used [Cobalt Strike](https://attack.mitre.org/software/S0154) to empty log files.(Citation: Symantec WastedLocker June 2020)
G0119,Indrik Spider,group,uses,T1136,Create Account,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) used <code>wmic.exe</code> to add a new user to the system.(Citation: Symantec WastedLocker June 2020)
G0119,Indrik Spider,group,uses,T1486,Data Encrypted for Impact,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has encrypted domain-controlled systems using [BitPaymer](https://attack.mitre.org/software/S0570).(Citation: Crowdstrike Indrik November 2018)
G0119,Indrik Spider,group,uses,T1562.001,Disable or Modify Tools,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) used [PsExec](https://attack.mitre.org/software/S0029) to leverage Windows Defender to disable scanning of all downloaded files and to restrict real-time monitoring.(Citation: Symantec WastedLocker June 2020)
G0119,Indrik Spider,group,uses,T1078.002,Domain Accounts,technique,"[Indrik Spider](https://attack.mitre.org/groups/G0119) has collected credentials from infected systems, including domain accounts.(Citation: Crowdstrike Indrik November 2018)"
G0119,Indrik Spider,group,uses,T1484.001,Group Policy Modification,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used Group Policy Objects to deploy batch scripts.(Citation: Crowdstrike Indrik November 2018)
G0119,Indrik Spider,group,uses,T1105,Ingress Tool Transfer,technique,"[Indrik Spider](https://attack.mitre.org/groups/G0119) has downloaded additional scripts, malware, and tools onto a compromised host.(Citation: Crowdstrike Indrik November 2018)(Citation: Symantec WastedLocker June 2020)"
G0119,Indrik Spider,group,uses,T1059.007,JavaScript,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used malicious JavaScript files for several components of their attack.(Citation: Symantec WastedLocker June 2020)
G0119,Indrik Spider,group,uses,T1003.001,LSASS Memory,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec WastedLocker June 2020)
G0119,Indrik Spider,group,uses,T1074.001,Local Data Staging,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has stored collected date in a .tmp file.(Citation: Symantec WastedLocker June 2020)
G0119,Indrik Spider,group,uses,T1204.002,Malicious File,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has attempted to get users to click on a malicious zipped file.(Citation: Symantec WastedLocker June 2020) 
G0119,Indrik Spider,group,uses,T1036.005,Match Legitimate Name or Location,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) used fake updates for FlashPlayer plugin and Google Chrome as initial infection vectors.(Citation: Crowdstrike Indrik November 2018)
G0119,Indrik Spider,group,uses,T1059.001,PowerShell,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used PowerShell [Empire](https://attack.mitre.org/software/S0363) for execution of malware.(Citation: Crowdstrike Indrik November 2018)(Citation: Symantec WastedLocker June 2020) 
G0119,Indrik Spider,group,uses,T1018,Remote System Discovery,technique,"[Indrik Spider](https://attack.mitre.org/groups/G0119) has used PowerView to enumerate all Windows Server, Windows Server 2003, and Windows 7 instances in the Active Directory database.(Citation: Symantec WastedLocker June 2020)"
G0119,Indrik Spider,group,uses,T1584.004,Server,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has served fake updates via legitimate websites that have been compromised.(Citation: Crowdstrike Indrik November 2018)	
G0119,Indrik Spider,group,uses,T1489,Service Stop,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used [PsExec](https://attack.mitre.org/software/S0029) to stop services prior to the execution of ransomware.(Citation: Symantec WastedLocker June 2020)
G0119,Indrik Spider,group,uses,T1007,System Service Discovery,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used the win32_service WMI class to retrieve a list of services from the system.(Citation: Symantec WastedLocker June 2020) 
G0119,Indrik Spider,group,uses,T1059.003,Windows Command Shell,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used batch scripts on victim's machines.(Citation: Crowdstrike Indrik November 2018) 
G0119,Indrik Spider,group,uses,T1047,Windows Management Instrumentation,technique,[Indrik Spider](https://attack.mitre.org/groups/G0119) has used WMIC to execute commands on remote computers.(Citation: Symantec WastedLocker June 2020) 
G0004,Ke3chang,group,uses,T1560,Archive Collected Data,technique,The [Ke3chang](https://attack.mitre.org/groups/G0004) group has been known to compress data before exfiltration.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1560.001,Archive via Utility,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) is known to use RAR with passwords to encrypt data prior to exfiltration.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1059,Command and Scripting Interpreter,technique,Malware used by [Ke3chang](https://attack.mitre.org/groups/G0004) can run commands on the command-line interface.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1071.004,DNS,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) malware RoyalDNS has used DNS for C2.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1005,Data from Local System,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) gathered information and files from local directories for exfiltration.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1087.002,Domain Account,technique,"[Ke3chang](https://attack.mitre.org/groups/G0004) performs account discovery using commands such as <code>net localgroup administrators</code> and <code>net group ""REDACTED"" /domain</code> on specific permissions groups.(Citation: Mandiant Operation Ke3chang November 2014)"
G0004,Ke3chang,group,uses,T1069.002,Domain Groups,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) performs discovery of permission groups <code>net group /domain</code>.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1041,Exfiltration Over C2 Channel,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) transferred compressed and encrypted RAR files containing exfiltration through the established backdoor command and control channel during operations.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1133,External Remote Services,technique,"[Ke3chang](https://attack.mitre.org/groups/G0004) regained access after eviction via the corporate VPN solution with a stolen VPN certificate, which they had extracted from a compromised host.(Citation: NCC Group APT15 Alive and Strong)"
G0004,Ke3chang,group,uses,T1083,File and Directory Discovery,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) uses command-line interaction to search files and directories.(Citation: Mandiant Operation Ke3chang November 2014)
G0004,Ke3chang,group,uses,T1558.001,Golden Ticket,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) has used [Mimikatz](https://attack.mitre.org/software/S0002) to generate Kerberos golden tickets.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1056.001,Keylogging,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) has used keyloggers.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1003.004,LSA Secrets,technique,"[Ke3chang](https://attack.mitre.org/groups/G0004) has dumped credentials, including by using gsecdump.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)"
G0004,Ke3chang,group,uses,T1003.001,LSASS Memory,technique,"[Ke3chang](https://attack.mitre.org/groups/G0004) has dumped credentials, including by using [Mimikatz](https://attack.mitre.org/software/S0002).(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)"
G0004,Ke3chang,group,uses,T1087.001,Local Account,technique,"[Ke3chang](https://attack.mitre.org/groups/G0004) performs account discovery using commands such as <code>net localgroup administrators</code> and <code>net group ""REDACTED"" /domain</code> on specific permissions groups.(Citation: Mandiant Operation Ke3chang November 2014)"
G0004,Ke3chang,group,uses,T1057,Process Discovery,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) performs process discovery using <code>tasklist</code> commands.(Citation: Mandiant Operation Ke3chang November 2014)(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1547.001,Registry Run Keys / Startup Folder,technique,Several [Ke3chang](https://attack.mitre.org/groups/G0004) backdoors achieved persistence by adding a Run key.(Citation: NCC Group APT15 Alive and Strong)
G0004,Ke3chang,group,uses,T1114.002,Remote Email Collection,technique,[Ke3chang](https://attack.mitre.org/groups/G0004) used a .NET tool to dump data from Microsoft Exchange mailboxes.(Citation: NCC Group APT15 Alive and Strong)
